Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
41,El Amante,Nicky Jam,1496347,2017-05-06,global,1460826,49,no,1352817,49,no,1330538,49,no,1296159,49,no,1303742,48,no,1336976,43,no,1531397,39,no,no
42,Solo Dance,Martin Jensen,1474422,2017-05-06,global,1493701,46,no,1399026,47,no,1386214,47,no,1377431,46,no,1318629,44,no,1384551,41,no,1523656,40,no,no
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1451711,2017-05-06,global,1636334,40,no,1661966,34,no,1663241,34,no,1687749,32,no,1602682,30,no,1516634,33,no,1720083,32,no,no
45,Location,Khalid,1439173,2017-05-06,global,1542802,44,no,1566023,41,no,1592544,39,no,1567768,39,no,1520917,38,no,1415588,37,no,1497062,42,no,no
46,Now Or Never,Halsey,1422488,2017-05-06,global,1518313,45,no,1582781,39,no,1604382,37,no,1582042,37,no,1422952,42,no,1313480,44,no,1430748,45,no,no
47,LOVE. FEAT. ZACARI.,Kendrick Lamar,1417184,2017-05-06,global,1574863,43,no,1611655,36,no,1612957,36,no,1637094,34,no,1556414,34,no,1387881,40,no,1563564,38,no,no
48,Congratulations,Post Malone,1385039,2017-05-06,global,1451053,50,no,1413726,46,no,1393164,46,no,1380757,45,no,1316847,45,no,1281222,46,no,1384686,47,no,no
49,ELEMENT.,Kendrick Lamar,1333407,2017-05-06,global,1488256,47,no,1501158,44,no,1515481,42,no,1559473,40,no,1508337,40,no,1379858,42,no,1590173,36,no,no
1,Despacito - Remix,Luis Fonsi,6257332,2017-05-07,global,7307384,1,yes,7376863,1,yes,6841907,1,yes,6801401,1,yes,6658881,1,yes,6360737,1,yes,6312331,1,yes,yes
2,I'm the One,DJ Khaled,4961922,2017-05-07,global,5668273,2,yes,6017497,2,yes,5868560,2,yes,5830996,2,yes,5692247,2,yes,5039594,2,yes,4113180,4,yes,yes
3,Shape of You,Ed Sheeran,4588455,2017-05-07,global,5282369,3,yes,5264790,3,yes,4972140,3,yes,4948978,3,yes,4857565,3,yes,4801389,3,yes,4881603,2,yes,yes
4,HUMBLE.,Kendrick Lamar,3905939,2017-05-07,global,4470417,4,yes,4765857,4,yes,4606521,4,yes,4619696,4,yes,4599290,4,yes,4371886,4,yes,4210771,3,yes,yes
5,Something Just Like This,The Chainsmokers,3040136,2017-05-07,global,3482658,5,yes,3622415,5,yes,3470726,5,yes,3468968,5,yes,3426148,5,yes,3301169,5,yes,3275587,5,yes,yes
6,Mask Off,Future,2955912,2017-05-07,global,3393655,6,yes,3443966,6,yes,3311601,7,yes,3322262,7,yes,3277171,7,yes,3127015,7,yes,3194368,6,yes,yes
7,It Ain't Me (with Selena Gomez),Kygo,2881045,2017-05-07,global,3317417,7,yes,3406527,7,yes,3334106,6,yes,3357602,6,yes,3322045,6,yes,3210075,6,yes,3186100,7,yes,yes
8,That's What I Like,Bruno Mars,2810674,2017-05-07,global,3171090,9,yes,3182826,10,yes,3070097,9,yes,3065387,9,yes,2975988,9,yes,2867730,9,yes,2837997,11,no,yes
9,Stay (with Alessia Cara),Zedd,2741163,2017-05-07,global,3107825,10,yes,3212385,9,yes,3153727,8,yes,3198022,8,yes,3174707,8,yes,3028047,8,yes,2933866,8,yes,yes
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2705118,2017-05-07,global,3256972,8,yes,3223518,8,yes,2926402,11,no,2875073,12,no,2834217,12,no,2835999,10,yes,2903369,9,yes,yes
11,Symphony (feat. Zara Larsson),Clean Bandit,2630636,2017-05-07,global,2968236,12,no,3029209,11,no,2949237,10,yes,2978069,10,yes,2936404,10,yes,2835028,11,no,2873573,10,yes,no
12,Passionfruit,Drake,2549949,2017-05-07,global,2904933,13,no,3010896,12,no,2917896,12,no,2931317,11,no,2896578,11,no,2800982,12,no,2825426,12,no,no
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2523489,2017-05-07,global,2975670,11,no,3001098,13,no,2825992,13,no,2800786,13,no,2708721,13,no,2586873,13,no,2644387,13,no,no
14,There's Nothing Holdin' Me Back,Shawn Mendes,2357853,2017-05-07,global,2560733,14,no,2616259,15,no,2568929,15,no,2587449,15,no,2545455,15,no,2343701,15,no,2272812,15,no,no
15,DNA.,Kendrick Lamar,2104333,2017-05-07,global,2433625,15,no,2658779,14,no,2625685,14,no,2638600,14,no,2679143,14,no,2570164,14,no,2427976,14,no,no
16,Felices los 4,Maluma,2032489,2017-05-07,global,2353087,16,no,2290250,19,no,2075786,21,no,1992154,21,no,1884583,23,no,1671538,26,no,1527599,32,no,no
17,XO TOUR Llif3,Lil Uzi Vert,2007099,2017-05-07,global,2245623,19,no,2338929,17,no,2257108,17,no,2230362,18,no,2195110,19,no,2068058,19,no,1971344,20,no,no
18,Slide,Calvin Harris,2000659,2017-05-07,global,2272040,18,no,2359827,16,no,2269844,16,no,2285695,16,no,2257281,16,no,2201928,16,no,2179149,16,no,no
19,Galway Girl,Ed Sheeran,1992168,2017-05-07,global,2241814,20,no,2226954,20,no,2077043,20,no,1997999,20,no,1997706,20,no,2020027,20,no,2153782,17,no,no
20,Scared to Be Lonely,Martin Garrix,1966840,2017-05-07,global,2282329,17,no,2331565,18,no,2253081,18,no,2260423,17,no,2219473,17,no,2135141,17,no,2108040,18,no,no
21,Issues,Julia Michaels,1931968,2017-05-07,global,2135974,21,no,2212035,21,no,2190671,19,no,2225631,19,no,2201237,18,no,2078782,18,no,2023555,19,no,no
23,Unforgettable,French Montana,1832025,2017-05-07,global,2049808,23,no,2094545,23,no,1965068,25,no,1917319,25,no,1844613,24,no,1658487,28,no,1514565,34,no,no
24,Attention,Charlie Puth,1814539,2017-05-07,global,1959173,26,no,1926146,26,no,1870100,26,no,1873020,26,no,1793063,28,no,1594941,32,no,1406112,38,no,no
25,iSpy (feat. Lil Yachty),Kyle,1810120,2017-05-07,global,2002294,24,no,2044322,24,no,1983220,23,no,1980862,23,no,1947364,22,no,1866820,21,no,1854256,21,no,no
26,Sign of the Times,Harry Styles,1675858,2017-05-07,global,1832297,28,no,1963008,25,no,1968192,24,no,1991291,22,no,1948361,21,no,1800303,23,no,1730696,23,no,no
27,SUBEME LA RADIO,Enrique Iglesias,1635838,2017-05-07,global,1996210,25,no,1907130,27,no,1747619,30,no,1718548,32,no,1679766,33,no,1671153,27,no,1720606,24,no,no
28,Me Rehúso,Danny Ocean,1612006,2017-05-07,global,1869412,27,no,1835406,29,no,1690690,32,no,1674046,33,no,1623917,35,no,1599417,31,no,1627172,29,no,no
29,Good Life (with G-Eazy & Kehlani),G-Eazy,1607236,2017-05-07,global,1763288,30,no,1830363,30,no,1811077,28,no,1869202,27,no,1822942,26,no,1744212,24,no,1714493,25,no,no
30,Paris,The Chainsmokers,1586407,2017-05-07,global,1816669,29,no,1891036,28,no,1821118,27,no,1814053,28,no,1806861,27,no,1800715,22,no,1793907,22,no,no
33,Cold,Maroon 5,1444636,2017-05-07,global,1635667,35,no,1687940,32,no,1672226,33,no,1729125,31,no,1697777,30,no,1632641,29,no,1627903,28,no,no
34,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1435289,2017-05-07,global,1652689,33,no,1675936,34,no,1605175,37,no,1583604,41,no,1555340,41,no,1529193,36,no,1556271,30,no,no
35,The Cure,Lady Gaga,1433070,2017-05-07,global,1595591,36,no,1685807,33,no,1695745,31,no,1762550,30,no,1691866,31,no,1538366,35,no,1416130,36,no,no
37,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1381561,2017-05-07,global,1548622,38,no,1648743,37,no,1630669,35,no,1626896,35,no,1603594,36,no,1557009,33,no,1544382,31,no,no
38,You Don't Know Me - Radio Edit,Jax Jones,1374480,2017-05-07,global,1643461,34,no,1637833,39,no,1510033,43,no,1509718,43,no,1507134,43,no,1520861,39,no,1632280,27,no,no
39,Location,Khalid,1356415,2017-05-07,global,1439173,45,no,1542802,44,no,1566023,41,no,1592544,39,no,1567768,39,no,1520917,38,no,1415588,37,no,no
40,Believer,Imagine Dragons,1348858,2017-05-07,global,1576837,37,no,1770678,31,no,1781753,29,no,1799046,29,no,1771344,29,no,1692347,25,no,1641638,26,no,no
41,Now Or Never,Halsey,1335623,2017-05-07,global,1422488,46,no,1518313,45,no,1582781,39,no,1604382,37,no,1582042,37,no,1422952,42,no,1313480,44,no,no
42,I Feel It Coming,The Weeknd,1294892,2017-05-07,global,1528096,40,no,1586996,42,no,1511228,42,no,1505759,44,no,1491870,44,no,1412744,43,no,1404698,39,no,no
43,LOVE. FEAT. ZACARI.,Kendrick Lamar,1272380,2017-05-07,global,1417184,47,no,1574863,43,no,1611655,36,no,1612957,36,no,1637094,34,no,1556414,34,no,1387881,40,no,no
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1266154,2017-05-07,global,1451711,44,no,1636334,40,no,1661966,34,no,1663241,34,no,1687749,32,no,1602682,30,no,1516634,33,no,no
46,Congratulations,Post Malone,1259942,2017-05-07,global,1385039,48,no,1451053,50,no,1413726,46,no,1393164,46,no,1380757,45,no,1316847,45,no,1281222,46,no,no
47,El Amante,Nicky Jam,1252052,2017-05-07,global,1496347,41,no,1460826,49,no,1352817,49,no,1330538,49,no,1296159,49,no,1303742,48,no,1336976,43,no,no
48,Solo Dance,Martin Jensen,1248961,2017-05-07,global,1474422,42,no,1493701,46,no,1399026,47,no,1386214,47,no,1377431,46,no,1318629,44,no,1384551,41,no,no
50,ELEMENT.,Kendrick Lamar,1154206,2017-05-07,global,1333407,49,no,1488256,47,no,1501158,44,no,1515481,42,no,1559473,40,no,1508337,40,no,1379858,42,no,no
1,Despacito - Remix,Luis Fonsi,6785649,2017-05-08,global,6257332,1,yes,7307384,1,yes,7376863,1,yes,6841907,1,yes,6801401,1,yes,6658881,1,yes,6360737,1,yes,yes
2,I'm the One,DJ Khaled,5631473,2017-05-08,global,4961922,2,yes,5668273,2,yes,6017497,2,yes,5868560,2,yes,5830996,2,yes,5692247,2,yes,5039594,2,yes,yes
3,Shape of You,Ed Sheeran,4746179,2017-05-08,global,4588455,3,yes,5282369,3,yes,5264790,3,yes,4972140,3,yes,4948978,3,yes,4857565,3,yes,4801389,3,yes,yes
4,HUMBLE.,Kendrick Lamar,4290937,2017-05-08,global,3905939,4,yes,4470417,4,yes,4765857,4,yes,4606521,4,yes,4619696,4,yes,4599290,4,yes,4371886,4,yes,yes
5,Something Just Like This,The Chainsmokers,3299136,2017-05-08,global,3040136,5,yes,3482658,5,yes,3622415,5,yes,3470726,5,yes,3468968,5,yes,3426148,5,yes,3301169,5,yes,yes
6,It Ain't Me (with Selena Gomez),Kygo,3123951,2017-05-08,global,2881045,7,yes,3317417,7,yes,3406527,7,yes,3334106,6,yes,3357602,6,yes,3322045,6,yes,3210075,6,yes,yes
7,Mask Off,Future,3116504,2017-05-08,global,2955912,6,yes,3393655,6,yes,3443966,6,yes,3311601,7,yes,3322262,7,yes,3277171,7,yes,3127015,7,yes,yes
8,Stay (with Alessia Cara),Zedd,3015910,2017-05-08,global,2741163,9,yes,3107825,10,yes,3212385,9,yes,3153727,8,yes,3198022,8,yes,3174707,8,yes,3028047,8,yes,yes
9,That's What I Like,Bruno Mars,2926859,2017-05-08,global,2810674,8,yes,3171090,9,yes,3182826,10,yes,3070097,9,yes,3065387,9,yes,2975988,9,yes,2867730,9,yes,yes
10,Symphony (feat. Zara Larsson),Clean Bandit,2813644,2017-05-08,global,2630636,11,no,2968236,12,no,3029209,11,no,2949237,10,yes,2978069,10,yes,2936404,10,yes,2835028,11,no,yes
11,Despacito (Featuring Daddy Yankee),Luis Fonsi,2764159,2017-05-08,global,2705118,10,yes,3256972,8,yes,3223518,8,yes,2926402,11,no,2875073,12,no,2834217,12,no,2835999,10,yes,no
12,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2725318,2017-05-08,global,2523489,13,no,2975670,11,no,3001098,13,no,2825992,13,no,2800786,13,no,2708721,13,no,2586873,13,no,no
13,Passionfruit,Drake,2716518,2017-05-08,global,2549949,12,no,2904933,13,no,3010896,12,no,2917896,12,no,2931317,11,no,2896578,11,no,2800982,12,no,no
14,There's Nothing Holdin' Me Back,Shawn Mendes,2644905,2017-05-08,global,2357853,14,no,2560733,14,no,2616259,15,no,2568929,15,no,2587449,15,no,2545455,15,no,2343701,15,no,no
15,DNA.,Kendrick Lamar,2348225,2017-05-08,global,2104333,15,no,2433625,15,no,2658779,14,no,2625685,14,no,2638600,14,no,2679143,14,no,2570164,14,no,no
16,XO TOUR Llif3,Lil Uzi Vert,2216099,2017-05-08,global,2007099,17,no,2245623,19,no,2338929,17,no,2257108,17,no,2230362,18,no,2195110,19,no,2068058,19,no,no
17,Felices los 4,Maluma,2201951,2017-05-08,global,2032489,16,no,2353087,16,no,2290250,19,no,2075786,21,no,1992154,21,no,1884583,23,no,1671538,26,no,no
18,Slide,Calvin Harris,2166375,2017-05-08,global,2000659,18,no,2272040,18,no,2359827,16,no,2269844,16,no,2285695,16,no,2257281,16,no,2201928,16,no,no
19,First Time,Kygo,2153551,2017-05-08,global,1840895,22,no,2121779,22,no,2168646,22,no,2055592,22,no,1963625,24,no,1833432,25,no,1449952,41,no,no
20,Attention,Charlie Puth,2131944,2017-05-08,global,1814539,24,no,1959173,26,no,1926146,26,no,1870100,26,no,1873020,26,no,1793063,28,no,1594941,32,no,no
21,Scared to Be Lonely,Martin Garrix,2129568,2017-05-08,global,1966840,20,no,2282329,17,no,2331565,18,no,2253081,18,no,2260423,17,no,2219473,17,no,2135141,17,no,no
22,Unforgettable,French Montana,2123279,2017-05-08,global,1832025,23,no,2049808,23,no,2094545,23,no,1965068,25,no,1917319,25,no,1844613,24,no,1658487,28,no,no
23,Issues,Julia Michaels,2122961,2017-05-08,global,1931968,21,no,2135974,21,no,2212035,21,no,2190671,19,no,2225631,19,no,2201237,18,no,2078782,18,no,no
24,Galway Girl,Ed Sheeran,2086055,2017-05-08,global,1992168,19,no,2241814,20,no,2226954,20,no,2077043,20,no,1997999,20,no,1997706,20,no,2020027,20,no,no
26,Sign of the Times,Harry Styles,1875901,2017-05-08,global,1675858,26,no,1832297,28,no,1963008,25,no,1968192,24,no,1991291,22,no,1948361,21,no,1800303,23,no,no
27,iSpy (feat. Lil Yachty),Kyle,1863354,2017-05-08,global,1810120,25,no,2002294,24,no,2044322,24,no,1983220,23,no,1980862,23,no,1947364,22,no,1866820,21,no,no
28,Good Life (with G-Eazy & Kehlani),G-Eazy,1730742,2017-05-08,global,1607236,29,no,1763288,30,no,1830363,30,no,1811077,28,no,1869202,27,no,1822942,26,no,1744212,24,no,no
29,Paris,The Chainsmokers,1686280,2017-05-08,global,1586407,30,no,1816669,29,no,1891036,28,no,1821118,27,no,1814053,28,no,1806861,27,no,1800715,22,no,no
30,Me Rehúso,Danny Ocean,1678064,2017-05-08,global,1612006,28,no,1869412,27,no,1835406,29,no,1690690,32,no,1674046,33,no,1623917,35,no,1599417,31,no,no
31,SUBEME LA RADIO,Enrique Iglesias,1677832,2017-05-08,global,1635838,27,no,1996210,25,no,1907130,27,no,1747619,30,no,1718548,32,no,1679766,33,no,1671153,27,no,no
32,No Promises (feat. Demi Lovato),Cheat Codes,1645733,2017-05-08,global,1405822,36,no,1541506,39,no,1599173,41,no,1593100,38,no,1589216,40,no,1507138,42,no,1278033,49,no,no
33,The Cure,Lady Gaga,1616425,2017-05-08,global,1433070,35,no,1595591,36,no,1685807,33,no,1695745,31,no,1762550,30,no,1691866,31,no,1538366,35,no,no
34,Congratulations,Post Malone,1581542,2017-05-08,global,1259942,46,no,1385039,48,no,1451053,50,no,1413726,46,no,1393164,46,no,1380757,45,no,1316847,45,no,no
36,Cold,Maroon 5,1562092,2017-05-08,global,1444636,33,no,1635667,35,no,1687940,32,no,1672226,33,no,1729125,31,no,1697777,30,no,1632641,29,no,no
37,Now Or Never,Halsey,1520528,2017-05-08,global,1335623,41,no,1422488,46,no,1518313,45,no,1582781,39,no,1604382,37,no,1582042,37,no,1422952,42,no,no
38,Location,Khalid,1504020,2017-05-08,global,1356415,39,no,1439173,45,no,1542802,44,no,1566023,41,no,1592544,39,no,1567768,39,no,1520917,38,no,no
39,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1498397,2017-05-08,global,1435289,34,no,1652689,33,no,1675936,34,no,1605175,37,no,1583604,41,no,1555340,41,no,1529193,36,no,no
40,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1477399,2017-05-08,global,1381561,37,no,1548622,38,no,1648743,37,no,1630669,35,no,1626896,35,no,1603594,36,no,1557009,33,no,no
41,Believer,Imagine Dragons,1475206,2017-05-08,global,1348858,40,no,1576837,37,no,1770678,31,no,1781753,29,no,1799046,29,no,1771344,29,no,1692347,25,no,no
42,LOVE. FEAT. ZACARI.,Kendrick Lamar,1446076,2017-05-08,global,1272380,43,no,1417184,47,no,1574863,43,no,1611655,36,no,1612957,36,no,1637094,34,no,1556414,34,no,no
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1419837,2017-05-08,global,1266154,44,no,1451711,44,no,1636334,40,no,1661966,34,no,1663241,34,no,1687749,32,no,1602682,30,no,no
45,You Don't Know Me - Radio Edit,Jax Jones,1419494,2017-05-08,global,1374480,38,no,1643461,34,no,1637833,39,no,1510033,43,no,1509718,43,no,1507134,43,no,1520861,39,no,no
46,I Feel It Coming,The Weeknd,1397357,2017-05-08,global,1294892,42,no,1528096,40,no,1586996,42,no,1511228,42,no,1505759,44,no,1491870,44,no,1412744,43,no,no
48,Solo Dance,Martin Jensen,1309313,2017-05-08,global,1248961,48,no,1474422,42,no,1493701,46,no,1399026,47,no,1386214,47,no,1377431,46,no,1318629,44,no,no
49,ELEMENT.,Kendrick Lamar,1304095,2017-05-08,global,1154206,50,no,1333407,49,no,1488256,47,no,1501158,44,no,1515481,42,no,1559473,40,no,1508337,40,no,no
50,El Amante,Nicky Jam,1281544,2017-05-08,global,1252052,47,no,1496347,41,no,1460826,49,no,1352817,49,no,1330538,49,no,1296159,49,no,1303742,48,no,no
1,Despacito - Remix,Luis Fonsi,7045859,2017-05-09,global,6785649,1,yes,6257332,1,yes,7307384,1,yes,7376863,1,yes,6841907,1,yes,6801401,1,yes,6658881,1,yes,yes
2,I'm the One,DJ Khaled,5784154,2017-05-09,global,5631473,2,yes,4961922,2,yes,5668273,2,yes,6017497,2,yes,5868560,2,yes,5830996,2,yes,5692247,2,yes,yes
3,Shape of You,Ed Sheeran,4855405,2017-05-09,global,4746179,3,yes,4588455,3,yes,5282369,3,yes,5264790,3,yes,4972140,3,yes,4948978,3,yes,4857565,3,yes,yes
4,HUMBLE.,Kendrick Lamar,4418367,2017-05-09,global,4290937,4,yes,3905939,4,yes,4470417,4,yes,4765857,4,yes,4606521,4,yes,4619696,4,yes,4599290,4,yes,yes
5,Something Just Like This,The Chainsmokers,3346499,2017-05-09,global,3299136,5,yes,3040136,5,yes,3482658,5,yes,3622415,5,yes,3470726,5,yes,3468968,5,yes,3426148,5,yes,yes
6,Mask Off,Future,3207234,2017-05-09,global,3116504,7,yes,2955912,6,yes,3393655,6,yes,3443966,6,yes,3311601,7,yes,3322262,7,yes,3277171,7,yes,yes
7,It Ain't Me (with Selena Gomez),Kygo,3190227,2017-05-09,global,3123951,6,yes,2881045,7,yes,3317417,7,yes,3406527,7,yes,3334106,6,yes,3357602,6,yes,3322045,6,yes,yes
8,Stay (with Alessia Cara),Zedd,3106026,2017-05-09,global,3015910,8,yes,2741163,9,yes,3107825,10,yes,3212385,9,yes,3153727,8,yes,3198022,8,yes,3174707,8,yes,yes
9,That's What I Like,Bruno Mars,2992639,2017-05-09,global,2926859,9,yes,2810674,8,yes,3171090,9,yes,3182826,10,yes,3070097,9,yes,3065387,9,yes,2975988,9,yes,yes
10,Symphony (feat. Zara Larsson),Clean Bandit,2884657,2017-05-09,global,2813644,10,yes,2630636,11,no,2968236,12,no,3029209,11,no,2949237,10,yes,2978069,10,yes,2936404,10,yes,yes
11,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2862986,2017-05-09,global,2725318,12,no,2523489,13,no,2975670,11,no,3001098,13,no,2825992,13,no,2800786,13,no,2708721,13,no,no
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,2856626,2017-05-09,global,2764159,11,no,2705118,10,yes,3256972,8,yes,3223518,8,yes,2926402,11,no,2875073,12,no,2834217,12,no,no
13,Passionfruit,Drake,2762794,2017-05-09,global,2716518,13,no,2549949,12,no,2904933,13,no,3010896,12,no,2917896,12,no,2931317,11,no,2896578,11,no,no
14,There's Nothing Holdin' Me Back,Shawn Mendes,2747284,2017-05-09,global,2644905,14,no,2357853,14,no,2560733,14,no,2616259,15,no,2568929,15,no,2587449,15,no,2545455,15,no,no
15,DNA.,Kendrick Lamar,2394898,2017-05-09,global,2348225,15,no,2104333,15,no,2433625,15,no,2658779,14,no,2625685,14,no,2638600,14,no,2679143,14,no,no
16,XO TOUR Llif3,Lil Uzi Vert,2322090,2017-05-09,global,2216099,16,no,2007099,17,no,2245623,19,no,2338929,17,no,2257108,17,no,2230362,18,no,2195110,19,no,no
17,Felices los 4,Maluma,2305660,2017-05-09,global,2201951,17,no,2032489,16,no,2353087,16,no,2290250,19,no,2075786,21,no,1992154,21,no,1884583,23,no,no
18,Attention,Charlie Puth,2296373,2017-05-09,global,2131944,20,no,1814539,24,no,1959173,26,no,1926146,26,no,1870100,26,no,1873020,26,no,1793063,28,no,no
19,First Time,Kygo,2276664,2017-05-09,global,2153551,19,no,1840895,22,no,2121779,22,no,2168646,22,no,2055592,22,no,1963625,24,no,1833432,25,no,no
20,Unforgettable,French Montana,2243209,2017-05-09,global,2123279,22,no,1832025,23,no,2049808,23,no,2094545,23,no,1965068,25,no,1917319,25,no,1844613,24,no,no
21,Slide,Calvin Harris,2230650,2017-05-09,global,2166375,18,no,2000659,18,no,2272040,18,no,2359827,16,no,2269844,16,no,2285695,16,no,2257281,16,no,no
22,Issues,Julia Michaels,2174944,2017-05-09,global,2122961,23,no,1931968,21,no,2135974,21,no,2212035,21,no,2190671,19,no,2225631,19,no,2201237,18,no,no
23,Scared to Be Lonely,Martin Garrix,2151211,2017-05-09,global,2129568,21,no,1966840,20,no,2282329,17,no,2331565,18,no,2253081,18,no,2260423,17,no,2219473,17,no,no
24,Galway Girl,Ed Sheeran,2121777,2017-05-09,global,2086055,24,no,1992168,19,no,2241814,20,no,2226954,20,no,2077043,20,no,1997999,20,no,1997706,20,no,no
26,Sign of the Times,Harry Styles,1968779,2017-05-09,global,1875901,26,no,1675858,26,no,1832297,28,no,1963008,25,no,1968192,24,no,1991291,22,no,1948361,21,no,no
27,iSpy (feat. Lil Yachty),Kyle,1907239,2017-05-09,global,1863354,27,no,1810120,25,no,2002294,24,no,2044322,24,no,1983220,23,no,1980862,23,no,1947364,22,no,no
28,Congratulations,Post Malone,1829936,2017-05-09,global,1581542,34,no,1259942,46,no,1385039,48,no,1451053,50,no,1413726,46,no,1393164,46,no,1380757,45,no,no
29,Me Rehúso,Danny Ocean,1738853,2017-05-09,global,1678064,30,no,1612006,28,no,1869412,27,no,1835406,29,no,1690690,32,no,1674046,33,no,1623917,35,no,no
30,SUBEME LA RADIO,Enrique Iglesias,1736636,2017-05-09,global,1677832,31,no,1635838,27,no,1996210,25,no,1907130,27,no,1747619,30,no,1718548,32,no,1679766,33,no,no
31,Good Life (with G-Eazy & Kehlani),G-Eazy,1733485,2017-05-09,global,1730742,28,no,1607236,29,no,1763288,30,no,1830363,30,no,1811077,28,no,1869202,27,no,1822942,26,no,no
32,No Promises (feat. Demi Lovato),Cheat Codes,1712902,2017-05-09,global,1645733,32,no,1405822,36,no,1541506,39,no,1599173,41,no,1593100,38,no,1589216,40,no,1507138,42,no,no
33,Paris,The Chainsmokers,1702897,2017-05-09,global,1686280,29,no,1586407,30,no,1816669,29,no,1891036,28,no,1821118,27,no,1814053,28,no,1806861,27,no,no
34,The Cure,Lady Gaga,1670637,2017-05-09,global,1616425,33,no,1433070,35,no,1595591,36,no,1685807,33,no,1695745,31,no,1762550,30,no,1691866,31,no,no
35,Now Or Never,Halsey,1614775,2017-05-09,global,1520528,37,no,1335623,41,no,1422488,46,no,1518313,45,no,1582781,39,no,1604382,37,no,1582042,37,no,no
36,Cold,Maroon 5,1598006,2017-05-09,global,1562092,36,no,1444636,33,no,1635667,35,no,1687940,32,no,1672226,33,no,1729125,31,no,1697777,30,no,no
38,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1551180,2017-05-09,global,1428116,43,no,1265473,45,no,1459864,43,no,1464853,48,no,1425440,45,no,1420293,45,no,1284755,50,no,no
39,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1539127,2017-05-09,global,1498397,39,no,1435289,34,no,1652689,33,no,1675936,34,no,1605175,37,no,1583604,41,no,1555340,41,no,no
40,Location,Khalid,1534641,2017-05-09,global,1504020,38,no,1356415,39,no,1439173,45,no,1542802,44,no,1566023,41,no,1592544,39,no,1567768,39,no,no
41,Believer,Imagine Dragons,1527554,2017-05-09,global,1475206,41,no,1348858,40,no,1576837,37,no,1770678,31,no,1781753,29,no,1799046,29,no,1771344,29,no,no
42,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1524364,2017-05-09,global,1477399,40,no,1381561,37,no,1548622,38,no,1648743,37,no,1630669,35,no,1626896,35,no,1603594,36,no,no
43,LOVE. FEAT. ZACARI.,Kendrick Lamar,1467389,2017-05-09,global,1446076,42,no,1272380,43,no,1417184,47,no,1574863,43,no,1611655,36,no,1612957,36,no,1637094,34,no,no
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1439130,2017-05-09,global,1419837,44,no,1266154,44,no,1451711,44,no,1636334,40,no,1661966,34,no,1663241,34,no,1687749,32,no,no
45,I Feel It Coming,The Weeknd,1437626,2017-05-09,global,1397357,46,no,1294892,42,no,1528096,40,no,1586996,42,no,1511228,42,no,1505759,44,no,1491870,44,no,no
46,You Don't Know Me - Radio Edit,Jax Jones,1416678,2017-05-09,global,1419494,45,no,1374480,38,no,1643461,34,no,1637833,39,no,1510033,43,no,1509718,43,no,1507134,43,no,no
48,Solo Dance,Martin Jensen,1361389,2017-05-09,global,1309313,48,no,1248961,48,no,1474422,42,no,1493701,46,no,1399026,47,no,1386214,47,no,1377431,46,no,no
49,El Amante,Nicky Jam,1331784,2017-05-09,global,1281544,50,no,1252052,47,no,1496347,41,no,1460826,49,no,1352817,49,no,1330538,49,no,1296159,49,no,no
50,ELEMENT.,Kendrick Lamar,1321796,2017-05-09,global,1304095,49,no,1154206,50,no,1333407,49,no,1488256,47,no,1501158,44,no,1515481,42,no,1559473,40,no,no
1,Despacito - Remix,Luis Fonsi,7065438,2017-05-10,global,7045859,1,yes,6785649,1,yes,6257332,1,yes,7307384,1,yes,7376863,1,yes,6841907,1,yes,6801401,1,yes,yes
2,I'm the One,DJ Khaled,5781139,2017-05-10,global,5784154,2,yes,5631473,2,yes,4961922,2,yes,5668273,2,yes,6017497,2,yes,5868560,2,yes,5830996,2,yes,yes
3,Shape of You,Ed Sheeran,4842284,2017-05-10,global,4855405,3,yes,4746179,3,yes,4588455,3,yes,5282369,3,yes,5264790,3,yes,4972140,3,yes,4948978,3,yes,yes
